user,date,text,latitude,longitude;;
RhiRhiPalmer,Sat Aug 10 17:59:00 +0000 2019,b'#westend @ Brasserie Z?del https://t.co/4M8WzSWSCv',51.51058029,-0.13581443;;
Elias_Jahshan,Sat Aug 10 17:57:48 +0000 2019,b'?I will never forget Palestine.? \n.\nThanks amro.tabari for the t-shirt! And for @AEvansMusic for the superior camer? https://t.co/Ek9I4DAe8O',51.50711486,-0.12731805;;
lou0305,Sat Aug 10 17:55:38 +0000 2019,b'?#princecharlescinema #westend @ Chinatown London https://t.co/Nl06N6L4fj',51.51157,-0.13165;;
"hfaresi__,Sat Aug 10 12:46:09 +0000 2019,""b'?? (at @TheLondonEye in Lambeth, Greater London) https://t.co/1DjxAfRaJj https://t.co/LkTlUasf7W'"",51.50328655,-0.11959434";;
KevinScullion,Sat Aug 10 12:45:28 +0000 2019,b'Male Model \n-\n-\n-\n-\n#suit #bluesuit #portrait #portraitphotography #portraitphotographer #fashion? https://t.co/IIeXWG1qvL',51.50711486,-0.12731805;;
DaveYoup,Sat Aug 10 12:41:59 +0000 2019,b'Drinking an ESB by @Fullers at @redlionsw1 ? https://t.co/6zxg3GKEUX',51.5021,-0.125733;;
KevinScullion,Sat Aug 10 12:40:44 +0000 2019,b'Male Model\n-\n-\n-\n-\n#portrait #portraitphotography #portraitphotographer #model #modelling #muscle #topless? https://t.co/3eeFjAsiYi',51.50711486,-0.12731805;;
MandaKatarina,Sat Aug 10 12:40:41 +0000 2019,b'Har precis lagt upp ett foto @ Coca-Cola London Eye https://t.co/O7e2IuqsT3',51.503324,-0.119543;;
"DonaldKPete,Sat Aug 10 12:39:38 +0000 2019,""b""""Piccadilly Circus, London ??\n.\n.\n.\nCan't count how many times we've been here but today's so free and London weathe? https://t.co/NzM7REwBPH"""""",51.51004678,-0.13420392";;
"Jalex5,Sat Aug 10 12:38:33 +0000 2019,""b'With a fam, be happy ?? ?\n#london #family #happy en London, United Kingdom https://t.co/LJRFcRhQlM'"",51.50711486,-0.12731805";;
"CamishkaL,Sat Aug 10 12:36:23 +0000 2019,""b'So much common sense in this post, a real eye opener !Highly recommend following @lesswastelaura for a lot of tips? https://t.co/LwdRoEVJxn'"",51.50711486,-0.12731805";;
BiruteNomeda,Sat Aug 10 12:35:38 +0000 2019,b'Journey through the drawing _2.#expendedfieldofdrawing #sladesummerschool2019 #contemporarydrawing? https://t.co/pxUIdWuQAW',51.50711486,-0.12731805;;
"9jalicious,Sat Aug 10 12:35:01 +0000 2019,""b'Watch full video on my Facebook fanpage?? @ London, United Kingdom https://t.co/tPxAakcjRY'"",51.50711486,-0.12731805";;
Eve_ScienceTech,Sat Aug 10 12:34:22 +0000 2019,b'Just posted a photo @ Harry Potter and the Cursed Child https://t.co/3IXdwVXdRt',51.51233,-0.1309;;
KevinScullion,Sat Aug 10 12:34:03 +0000 2019,b'Male Model\n-\n-\n-\n-\nblackandwhite_photographers #portrait #portraitphotography #portraitphotographer #model? https://t.co/e25uh4AlR4',51.50711486,-0.12731805;;
"legaIIylatina,Sat Aug 10 12:30:10 +0000 2019,""b'Theatre land ? #london @ London, United Kingdom https://t.co/rY2OZLTuq8'"",51.50711486,-0.12731805";;
"Snack_X,Sat Aug 10 12:29:53 +0000 2019,""b""""I'm at National Portrait Gallery - @npglondon in London, Greater London https://t.co/dEGwJD1Skv"""""",51.50943806,-0.12803243";;
bavbhp,Sat Aug 10 12:27:20 +0000 2019,b'There is road presence then there is presence of a Lamborghini Aventador. \n\n#lamborghini #aventador #scotland #bhp? https://t.co/iBUOWM1NvQ',51.50711486,-0.12731805;;
JohnOv3rblast,Sat Aug 10 12:26:01 +0000 2019,b'John Ov3rblast \nNon-Places LP\nSpaceal Orbeats\nExclusive Juno download 12 August\nThe beat goes on.\n#abstractart? https://t.co/ihbDhCVf2G',51.50711486,-0.12731805;;
simonsphoto,Sat Aug 10 12:25:55 +0000 2019,b'Last night we went to the @udderbellyfest #southbank #london #spiegeltent 30 Years of the @phoenixartsclub #show? https://t.co/JCaNg1fuv9',51.50481168,-0.11811113;;
"PersianPrince85,Sat Aug 10 12:25:18 +0000 2019,""b'? New Vlog Alert ?\n .\nMy First Business Trip Vlog\n.\nJoin me on my very first work trip, on the hottest day of the y? https://t.co/UYR8ZPjQge'"",51.50711486,-0.12731805";;
simonsphoto,Sat Aug 10 12:24:47 +0000 2019,b'Last night we went to the @udderbellyfest #southbank #london #spiegeltent 30 Years of the @phoenixartsclub #show? https://t.co/gwlvuEea1K',51.50481168,-0.11811113;;
JT_Hyde,Sat Aug 10 12:23:25 +0000 2019,b'This could be an interesting boat cruise.\n#craftbeercruise @ Festival Pier Southbank https://t.co/DXlEgwz3yB',51.50699684,-0.11772914;;
"JordiPiqueras,Sat Aug 10 12:21:44 +0000 2019,""b'@deanboroczky #london?? en London, United Kingdom https://t.co/i0mJHDTv7D'"",51.50711486,-0.12731805";;
simonsphoto,Sat Aug 10 12:21:35 +0000 2019,b'Last night we went to the @udderbellyfest #southbank #london #spiegeltent 30 Years of the @phoenixartsclub #show? https://t.co/vSwGevDKbB',51.50481168,-0.11811113;;
"Jacqui_Stafford,Sat Aug 10 12:16:44 +0000 2019,""b'Saturday in London and getting things done. ? #london #home #britain @ London, United Kingdom https://t.co/c72SMSv5jo'"",51.50711486,-0.12731805";;
"africafwl,Sat Aug 10 12:14:21 +0000 2019,""b""""Swipe left for more from Day 1 of #AFWL 2019. Come witness an extraordinary spectacle today, Day 2 and Don't miss o? https://t.co/eLOKgabhrH"""""",51.50711486,-0.12731805";;
paulpease66,Sat Aug 10 12:11:37 +0000 2019,b'@bethanypease taking me out for my birthday pressie ? @ Covent Garden Hotel https://t.co/6JstsutHSQ',51.51449493,-0.12706575;;
"sir_tomalot,Sat Aug 10 12:10:12 +0000 2019,""b'Nice skyline @ London, United Kingdom https://t.co/Qu9Aa2chGt'"",51.50711486,-0.12731805";;
"tmj_lon_jobs,Sat Aug 10 12:08:43 +0000 2019,""b""""If you're looking for work in #London, England, check out this job: https://t.co/TtslfKchTS"""""",51.5073509,-0.1277583";;
"tmj_lon_jobs,Sat Aug 10 12:08:43 +0000 2019,""b""""If you're looking for work in #London, England, check out this job: https://t.co/TtslfKchTS"""""",51.5073509,-0.1277583";;
HAZZENATA,Sat Aug 10 12:08:19 +0000 2019,b'highend.visuals ?#uk_shooters?#la_shooters? https://t.co/gNJNIBXsFD',51.51198765,-0.12269497;;
"ViniciusSian,Sat Aug 10 12:05:52 +0000 2019,""b'? London Eye em London, United Kingdom https://t.co/MBtex191NP'"",51.50711486,-0.12731805";;
"Vlomography,Sat Aug 10 12:05:37 +0000 2019,""b'? ?  #saturday #plants #green #dinosaur #london @ London, United Kingdom https://t.co/Rk2CpJOlhp'"",51.50711486,-0.12731805";;
"_LondonUK,Sat Aug 10 12:04:37 +0000 2019,""b'current weather in London: shower rain, 19?C\n60% humidity, wind 11kmh, pressure 1004mb'"",51.51,-0.13";;
"_xpandicorn_,Sat Aug 10 12:04:15 +0000 2019,""b""""Seconda tappa: St. James?s Park ? @ St James's Park https://t.co/oQUgEpgMt8"""""",51.50166667,-0.13194444";;
"KylieVilcins,Sat Aug 10 12:01:21 +0000 2019,""b'Yup ?? \n\n#ThoughtForTheDay #SaturdayMusings\n\n#PeaceAndHappiness #Harmony #Love @ London, United Kingdom https://t.co/1l7MtWYMZr'"",51.50711486,-0.12731805";;
LAKU_DAVIES,Sat Aug 10 12:01:20 +0000 2019,b'When they said windy and heavy rain ?????\n==============================================================\nHey there? https://t.co/D972r1q8Lh',51.50711486,-0.12731805;;
"cottonandolive,Sat Aug 10 11:59:07 +0000 2019,""b""""A snapshot of Cotton and Olive's hammams. Do you feel the positive  energy they are oozing? \n\n#keepwell #goodenergy? https://t.co/AGwhtc0fCj"""""",51.50711486,-0.12731805";;
PsycSyritasGlow,Sat Aug 10 11:58:33 +0000 2019,b'Be in your truth....even if you feel alone. You will eventually gain &amp; attract respect for it! \n.\nSTAND IN YOUR TRU? https://t.co/rzzPE16WIy',51.50711486,-0.12731805;
MartinaBohn,Sat Aug 10 11:56:31 +0000 2019,b'Pink candy beret #martinabohn #martinabohnhats #londonhat #londonmade #londonhats #lovehats #hatlover #pinkberet? https://t.co/XdgQTGS8Bq',51.50711486,-0.12731805;;
SyritasGlow,Sat Aug 10 11:54:44 +0000 2019,b'Be in your truth....even if you feel alone. You will eventually gain &amp; attract respect for it! \n.\nSTAND IN YOUR TRU? https://t.co/j0NMwV4CNK',51.50711486,-0.12731805;
"tmj_LON_cstsrv,Sat Aug 10 11:52:59 +0000 2019,""b'IQVIA is hiring in #London, England! Click the link in our bio to apply: Senior Client Services Analyst #CustomerService'"",51.5073509,-0.1277583";;
"MeggyMoo2013,Sat Aug 10 11:52:25 +0000 2019,""b'Had a great night at the grand re-opening of Casino Royale @secretcinema yesterday! Awesome storyline, great charac? https://t.co/lEF39krluM'"",51.5156933,-0.1290703";;
"OSORIOTOLEDO,Sat Aug 10 11:48:43 +0000 2019,""b'Acaba de publicar una foto en London, United Kingdom https://t.co/LwMk1kdxIK'"",51.50711486,-0.12731805";;
"ivpppacheco,Sat Aug 10 11:48:31 +0000 2019,""b'?Go ahead and stand in front of that mirror, put your arms around yourself, caress your face and close your eyes. T? https://t.co/NnYV8uxHcm'"",51.50711486,-0.12731805";;
"baristikmi,Sat Aug 10 11:46:58 +0000 2019,""b'?@ozlemdinca / @turquazzfest \n\n theoriginsuk \n.\n#barisdemirel #theoriginsuk #turquazzfestival #london @ London, Uni? https://t.co/pTPgS0Xe5M'"",51.50711486,-0.12731805";;
"enigmaticalcat,Sat Aug 10 11:46:06 +0000 2019,""b""""I'm at Brompton Junction in London https://t.co/5OFVg9OG6X"""""",51.51448055,-0.12223036";;
NicoleKingLove,Sat Aug 10 11:45:30 +0000 2019,b'... and getting up early to do the run also gave me time to visit my fave gallery elizabethjamesgallery and catch u? https://t.co/aU9QSadkus',51.50711486,-0.12731805;;
"LouPollard,Sat Aug 10 11:43:20 +0000 2019,""b'?I want to be the girl with the most cake.? #caitlinmoran #books #authors @ London, United Kingdom https://t.co/Awh3YGlQ9B'"",51.50711486,-0.12731805";;
Chris_1987,Sat Aug 10 11:42:25 +0000 2019,b'Ready for jojo_303?s &amp; Luke?s big day ??????\n\n#Couple #Wedding #BigDay #London #Gay #GayUk #GayCouple #Cute #Happy? https://t.co/VJXBWhVTNz',51.50711486,-0.12731805;
"tmj_lon_sales,Sat Aug 10 11:41:58 +0000 2019,""b'Interested in a job in #London, England? This could be a great fit. Click the link in our bio to apply: VP Speciali? https://t.co/rutMXmJOK5'"",51.5073509,-0.1277583";;
MCRFrontrunners,Sat Aug 10 11:41:24 +0000 2019,b'Thanks for having us #LondonFrontrunners for priderun10k We had a blast ??????\n.\n.\n#ManchesterFrontrunners #AwayDay? https://t.co/hrFXoyc5f4',51.50711486,-0.12731805;;
"IQVIAcareers,Sat Aug 10 11:40:08 +0000 2019,""b""""We're hiring! Read about our latest job opening here: Key Account Manager - North East London -? https://t.co/wvClCqIlSF"""""",51.5073509,-0.1277583";;
DjLORDofficial,Sat Aug 10 11:39:34 +0000 2019,b'?GOOD AFTERNOON? #LONDON ??\n..day-OFF!...just landed...scratchin? on my @reloopdj portable...like dis.??\n(?:? https://t.co/OSGmodJf4r',51.50711486,-0.12731805;;
"TheJasonDomino,Sat Aug 10 11:38:33 +0000 2019,""b'Time for something naughty...\nClothing by @RegulationLTD\n#fetishwear #leatherharness #instagay @ London, United Kin? https://t.co/YCq4yt7aiY'"",51.50711486,-0.12731805";;
719rind,Sat Aug 10 11:38:17 +0000 2019,b'#London. #bigben #Daleyvacation. @ Big Ben https://t.co/DZeIkniRB7',51.5007292,-0.1246254;;
prettyxcool,Sat Aug 10 11:36:45 +0000 2019,b'Did not even knew this path exists! \n\n#secretlondon #beautifullocations #saturdaymorning #saturdaystroll #stroll? https://t.co/GOu2uyxYhN',51.50711486,-0.12731805;;
mr_jk19,Sat Aug 10 11:35:36 +0000 2019,b'Coffee and pastry for lunch #surpriselondontrip @ Coffee Island UK https://t.co/czdYJ83F2C',51.5124593,-0.1273427;;
"romeofineboy,Sat Aug 10 11:35:16 +0000 2019,""b'Best Cappuccino?\n#cappuccino @ London, United Kingdom https://t.co/YtSxt9fhQ5'"",51.50711486,-0.12731805";;
"fashlovesphotos,Sat Aug 10 11:32:50 +0000 2019,""b'Wind and rain proofed. ?? Let the Saturday adventures commence! @ London, United Kingdom https://t.co/cgp2eD9pXH'"",51.50711486,-0.12731805";;
"BaldwinsCoins,Sat Aug 10 11:30:23 +0000 2019,""b'The Victorian bronze pennies remain a heavily collected area in the British series, not least because of the variet? https://t.co/aKAKPZcazC'"",51.51056865,-0.12248844";;
"tmj_lon_it,Sat Aug 10 11:28:57 +0000 2019,""b""""We're hiring! Read about our latest job opening here: Java Developer - https://t.co/IZmZOiDWaZ #IT #London, England"""""",51.5073509,-0.1277583";;
DaveYoup,Sat Aug 10 11:28:01 +0000 2019,b'Drinking a LPA ? London Pale Ale by @southwarkbeer at @greeneking ? https://t.co/vdidTYpWFR',51.5006,-0.131782;;
"tmj_lon_adv,Sat Aug 10 11:25:25 +0000 2019,""b'Rubicon Project is hiring in #London! Click the link in our bio to apply: Account Director, Buyer #Marketing'"",51.5073509,-0.1277583";;
WillJackWard,Sat Aug 10 11:25:17 +0000 2019,b'?Sssssmokin???? ? \n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\nlensbible\ntravelawesome\n@discvrearth\n@annajewels87\nvisualscollective\nmoodygr? https://t.co/gJD23zQKEi',51.50711486,-0.12731805;;
TinyHoudini,Sat Aug 10 11:25:00 +0000 2019,b'Feeling mighty fine ? \nMUA: @MissC_Daniela #Photoshoot #Melanin #FaceBeat #MakeUpOnFleek #Model #Modelling #Actress? https://t.co/4wwJ4xjne3',51.50711486,-0.12731805;;
BrockwayL,Sat Aug 10 11:24:25 +0000 2019,b'The last week flew by WAY too quickly. Had the most amazing time sailing along the Norwegian Fjords ? #Norway? https://t.co/OxP7DmR2Wm',51.50711486,-0.12731805;;
"Roebucknw3,Sat Aug 10 11:18:30 +0000 2019,""b'I like it iced. #CoffeeFix @ London, United Kingdom https://t.co/G1xrlna3PT'"",51.50711486,-0.12731805";;
"indexdex,Sat Aug 10 11:18:03 +0000 2019,""b""""Today my Single #Passport is officially out on all digital platforms. Exciting times to be alive. I'm very proud of? https://t.co/LVq7Ui766h"""""",51.50711486,-0.12731805";;
"Roebucknw3,Sat Aug 10 11:17:35 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/Qf08XPMk0b'"",51.50711486,-0.12731805";;
"Roebucknw3,Sat Aug 10 11:17:12 +0000 2019,""b'Coffee fix #IcedCoffee @ London, United Kingdom https://t.co/tK6HBgYvHl'"",51.50711486,-0.12731805";;
"Dentist81,Sat Aug 10 11:16:28 +0000 2019,""b'?? ??? ? ????? ???? ?????? ?? ???? ?????? ? ??????? ? @ London, United Kingdom https://t.co/gwmPf2aElF'"",51.50711486,-0.12731805";;
"johnnystorm,Sat Aug 10 11:16:03 +0000 2019,""b'On the embankment, bee-side the Thames. @ London, United Kingdom https://t.co/mQjYv5v8PL'"",51.50711486,-0.12731805";;
"enigmaticalcat,Sat Aug 10 11:15:10 +0000 2019,""b""""I'm at @TKMaxx_uk in London, Greater London https://t.co/4FHAnSjJCs"""""",51.51213056,-0.1257903";;
"Nate__James,Sat Aug 10 11:13:07 +0000 2019,""b""""Don't care WHAT the weather..... I'm WEARING the outfit! ???\n.\n.\n.\n.\n#whitneyhouston #happybirthday #mensfashion? https://t.co/ghwcqztogF"""""",51.50711486,-0.12731805";;
martyna_137,Sat Aug 10 11:11:13 +0000 2019,b'Traditional lamb soup en route!! #lovecooking #happy #family #gjurrainvestments #gjurra #emigjurra #albania? https://t.co/Ctgvoq5Vok',51.50711486,-0.12731805;;
nonococoauk,Sat Aug 10 11:07:48 +0000 2019,b'Not the sort of wind for kite flying! My son who loves kits will have to wait till the winds slow down. What is eve? https://t.co/ySybfNdL4W',51.50711486,-0.12731805;;
"Amphibic,Sat Aug 10 11:06:45 +0000 2019,""b'Breakfast with cat #catupdate #pinkynose @ London, United Kingdom https://t.co/Z8YP7Lspfp'"",51.50711486,-0.12731805";;
BRANDOGroup,Sat Aug 10 11:05:17 +0000 2019,b'https://t.co/3tk2qaxlBD #horecachairs #restaurantbarcafebanquetteseating #banquetteseating #restaurantseating? https://t.co/RXueHHKpcZ',51.50711486,-0.12731805;;
PeopleAlchemist,Sat Aug 10 11:04:07 +0000 2019,b'After the famine comes the feast ...\n.\n#saturdaybrunch #steakporn #carnivorelife #benicetomyself month .\nFood &amp; Lon? https://t.co/wrMqnFOdWp',51.50711486,-0.12731805;
"harbour_red,Sat Aug 10 11:03:57 +0000 2019,""b'I love succulents, they come in such huge variety of colours and shapes, they are incredible!  Do you have a favour? https://t.co/pDjJvLRjnm'"",51.50711486,-0.12731805";;
"bolaafola,Sat Aug 10 11:03:47 +0000 2019,""b""""It's almost time, A special evening, you don't want to miss this encounter. This anointed ministers are so ready to? https://t.co/mUb7WfS0Fl"""""",51.50711486,-0.12731805";;
englishmanner,Sat Aug 10 11:02:52 +0000 2019,b'Wise words from our founder! The foundational skills needed to build strong personal and business relationships is? https://t.co/6ma9tGb1sX',51.50711486,-0.12731805;;
SayaHakamata,Sat Aug 10 11:02:38 +0000 2019,b'Cardboard box with edge protection then wrapped in plastic bag? Hello muji_global ukmuji this is climate emergency.? https://t.co/XCdhrOmA8h',51.50711486,-0.12731805;;
"SayaHakamata,Sat Aug 10 11:02:24 +0000 2019,""b'This is my order unwrapped. (Excluding the beautiful Azeri rug) Top left: landfill, bottom left: recyclable, right:? https://t.co/uhGNC583FQ'"",51.50711486,-0.12731805";;
RetrospaceAndy,Sat Aug 10 11:00:57 +0000 2019,b'One day I will board this bus. One day I will visit #pimlico #londonbus #24 #londonbreak2019 #passporttopimlico? https://t.co/q1xcgDTLhK',51.51023,-0.13505;;
"BALA_TV,Sat Aug 10 10:58:54 +0000 2019,""b""""Good Morning Family, \n\nHope you had a pleasant night's rest and are ready to go this fine windy late Saturday morni? https://t.co/nhTuhcWFN7"""""",51.50711486,-0.12731805";;
"BdexEntz,Sat Aug 10 10:58:29 +0000 2019,""b'#nairamarley #marlian \n\n#bdextv #bdexentertainmentnews #bdexentertainmenttv #bdexentertainment @ London, United Kin? https://t.co/tviflvs4cg'"",51.50711486,-0.12731805";;
NaturalPride,Sat Aug 10 10:58:17 +0000 2019,b'The goal is peace ?? ? trackstarbri #naturalpride\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#naturalhaircommunity #blackhairstyles? https://t.co/5x0TiSzlKX',51.50711486,-0.12731805;;
BdexEntz,Sat Aug 10 10:57:27 +0000 2019,b'@officialpasuma #officialpasuma #oganla #daddyshowkey @daddyshowkey1 \n\n#bdexentertainmentnews #bdexentertainmenttv? https://t.co/EoM5ob5QWm',51.50711486,-0.12731805;;
rattynem,Sat Aug 10 10:55:57 +0000 2019,b'Is the following #ready to accept that #Eugenics and #unconscious #biases as well as #prejudices based on lack of k? https://t.co/eIjLszEV1f',51.50711486,-0.12731805;;
andytuk,Sat Aug 10 10:55:08 +0000 2019,b'Drinking a Double Mochaccino by Pilot at @brewdog7dials ? https://t.co/Au2aVBmMt1',51.5134,-0.128751;;
bodybydaisy,Sat Aug 10 10:55:07 +0000 2019,b'Morning Fam .\n.\nIt?s Saturday ?. Who can guess what?s in my smoothie ? Or the whole tray ?.\n.\n.\nHealthy living can? https://t.co/C7y0VX6War',51.50711486,-0.12731805;;
BdexEntz,Sat Aug 10 10:52:10 +0000 2019,b'#6ix9ine #tekashi69 6ix9ine will testify in court \n\n#bdexentertainment #bdexentertainmenttv #bdexentertainmentnews? https://t.co/W0oXW1XZcH',51.50711486,-0.12731805;;
"BlankPageBeats,Sat Aug 10 10:49:59 +0000 2019,""b'2??\nlaika.sounds ?\n@djnathanclement ?? @ London, United Kingdom https://t.co/5Ppg9jLXcc'"",51.50711486,-0.12731805";;
"BdexEntz,Sat Aug 10 10:49:37 +0000 2019,""b'#djcuppy #zlatanibile \n\n#bdexentertainmentnews #bdexentertainmenttv #bdexentertainment #bdextv @ London, United Kin? https://t.co/aKcKiNAOzA'"",51.50711486,-0.12731805";;
"Dalalm_36,Sat Aug 10 10:49:08 +0000 2019,""b""""I'm at @TheLondonEye in Lambeth, Greater London https://t.co/Fso2pNClqz"""""",51.50328655,-0.11959434";;
nikkiar,Sat Aug 10 10:48:45 +0000 2019,b'HBD to my favourite queen @bhavikaa_popat ?? @ Players Bar &amp; Kitchen https://t.co/mLjXkx3dEe',51.50861,-0.12473;
Naksha,Sat Aug 10 10:47:55 +0000 2019,b'Fly to a whole new world ! ???\n\nProbably doing another Disney movie review isn?t the most objective thing I can do? https://t.co/vZCMEBC0Jv',51.50711486,-0.12731805;;
rodwey2004,Sat Aug 10 10:46:17 +0000 2019,b'Parma portrait. \n.\n\nVisit https://t.co/R3uL0T1M7X\n.\n.\nModel: parma.ham \n.\n\n#androgyny #cemetery #hairstyles? https://t.co/o7pagkyGnN',51.50711486,-0.12731805;;
foodierider,Sat Aug 10 10:45:44 +0000 2019,b'.\n------------------------------------\nIts a perfect weather here in London to try some hands on a typical North In? https://t.co/S3YyDzIkCv',51.50711486,-0.12731805;;
"121EnglishUK,Sat Aug 10 10:45:04 +0000 2019,""b""""'How #Friends taught the world to speak #English' - we always recommend that our students try to watch &amp";" listen to? https://t.co/XLi4HwWuqG"""""",51.504435,-0.1291664";
rattynem,Sat Aug 10 10:43:57 +0000 2019,b'Confirmation that my #grandbaby has #sicklecell because his #parents have the #trait. I tell my daughter-in-law tha? https://t.co/jPHIi3U4sd',51.50711486,-0.12731805;;
"samed4u2nv,Sat Aug 10 10:43:18 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/JEzHv0Z1BY'"",51.50711486,-0.12731805";;
"africafwl,Sat Aug 10 10:43:00 +0000 2019,""b'?Founder of Africa Fashion week London, Princess Ronke Ademiluyi, being interviewed by Rueters reuters at #AFWL 201? https://t.co/aQnhg2ukVH'"",51.50711486,-0.12731805";;
"tmj_lon_itpm,Sat Aug 10 10:42:11 +0000 2019,""b""""We're hiring! Read about our latest job opening here: Senior Business Analyst (Batch Payments) -? https://t.co/X8lknMW1oZ"""""",51.5073509,-0.1277583";;
AngieCostello1,Sat Aug 10 10:40:05 +0000 2019,b'Trip to London with @chiara8259 #daughtertime #westend #wicked #schoolofrock #selfridges ?? @ Leicester Square https://t.co/RjD7yoIrkA',51.51045189,-0.1301837;;
"NelsonsNose,Sat Aug 10 10:38:37 +0000 2019,""b'...and in the end, the love you take is equal to the love you make... #AbbeyRoad #TheBeatles #London @ Abbey Road Z? https://t.co/Q5wVxFlaDd'"",51.50711486,-0.12731805";;
MikeyFromBow,Sat Aug 10 10:38:08 +0000 2019,b'A beautiful combination ? the wonderful salmon dial @montblanc_world #heritage #gmt and the stunning #starlegacy? https://t.co/zsRJyJBlZc',51.50711486,-0.12731805;;
VictoriaHeald,Sat Aug 10 10:37:23 +0000 2019,b'?EXCITING? This painting has been selected for the Society of Women Artists? Annual Exhibition and will be on show? https://t.co/5cwncJfa1f',51.50637854,-0.12971163;;
"tmj_CAM_retail,Sat Aug 10 10:36:29 +0000 2019,""b'Don\'t be shy. Score a job like """"Retail Advisor, 38hrs, Bluewater- Upper Thames Walk (FTC)"""" at O2 by asking for refe? https://t.co/owFCV5R5vD'"",51.5073509,-0.1277583";;
"bayutriatmojoo,Sat Aug 10 10:36:15 +0000 2019,""b'The first i saw you, my heart whispered ?she?s the one? ? @ London, United Kingdom https://t.co/IP4QuSfARQ'"",51.50711486,-0.12731805";;
"pronsplus,Sat Aug 10 10:35:09 +0000 2019,""b'?? Buenos d?as, ayer comenz? la competici?n inglesa con ese 4 - 1 a favor del Liverpool. En una hora estaremos sigu? https://t.co/fElkvoc9Fj'"",51.50711486,-0.12731805";;
"tatlimofficial,Sat Aug 10 10:32:13 +0000 2019,""b'BAD HABITS &amp";" SIMPLE PLEASURES. Dropping next week. Comes in black/yellow and navy/pink. ? @ London, United Kingdom https://t.co/VBQD0vtDsU'"",51.50711486,-0.12731805";
SicilianChef,Sat Aug 10 10:30:42 +0000 2019,b'La pasta al Pistacchio tastingsicilyuk @ficukdelegation @CelebrityChefs1 @IIHMHOTELSCHOOL @SicilianChef #pasta? https://t.co/pVvO7uz2DG',51.5095084,-0.1321054;;
BernardBullen,Sat Aug 10 10:29:27 +0000 2019,b'Happy Saturday ! Feliz S?bado!\n\n.\n.\n#saturdayvibes #saturdaymood #denim #blessed #bettyenny #londresyeah \n\nPhoto by? https://t.co/DtGgBADBEe',51.50711486,-0.12731805;;
"thebellachy,Sat Aug 10 10:27:43 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/B4ySUdswXz'"",51.50711486,-0.12731805";;
Chefiiiii,Sat Aug 10 10:26:47 +0000 2019,b'Chefi ?Roll stands out from the rest.   https://t.co/UhEXhpwMLF #chefsoninstagram #cheflife #knifebag #knifetrade? https://t.co/jXtbeN9WiM',51.50711486,-0.12731805;;
"afzalkahn,Sat Aug 10 10:26:42 +0000 2019,""b'The Vengeance (facelift)\nCoachBuilt Handcrafted Aluminium\nDesign by @afzalkahn @ London, United Kingdom https://t.co/GhBlkhnWy8'"",51.50711486,-0.12731805";;
"zerodegreeac,Sat Aug 10 10:23:47 +0000 2019,""b""""Is your pump bust? Well don't fuss. Just call us!\n\naspenpumpsltd\n\n#aircon #r410a #instagramers #chiller? https://t.co/QQN3p06c6r"""""",51.50711486,-0.12731805";;
"zerodegreeac,Sat Aug 10 10:23:47 +0000 2019,""b""""Is your pump bust? Well don't fuss. Just call us!\n\naspenpumpsltd\n\n#aircon #r410a #instagramers #chiller? https://t.co/QQN3p06c6r"""""",51.50711486,-0.12731805";;
"fab_lane21,Sat Aug 10 10:23:02 +0000 2019,""b'C.H.A.N.G.E\n.\n.  \n\nPersonally I have a love and hate relationship with change, because it could be change I like or? https://t.co/t6JHWaJGYV'"",51.50711486,-0.12731805";;
commsfail,Sat Aug 10 10:18:14 +0000 2019,b'Shout out to @TowerRNLI - thank you for all you do. ? https://t.co/aic5fnqFIg',51.50852262,-0.1195324;;
arts_warwick,Sat Aug 10 10:16:21 +0000 2019,b'Day 1114\n#minimalist #minimalism #minimalistart #minimalismart #minimalart #minimalistform #minimalismform? https://t.co/Yv3caVa9QC',51.50711486,-0.12731805;;
"PilatesClubNL,Sat Aug 10 10:15:59 +0000 2019,""b'#artichoke #breakfast #funfacts can you list the benefits ? @ London, United Kingdom https://t.co/xqaULznMYU'"",51.50711486,-0.12731805";;
"jasonnkanga,Sat Aug 10 10:15:26 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/lSjRPNDlcP'"",51.50711486,-0.12731805";;
"casagan,Sat Aug 10 10:14:53 +0000 2019,""b'#cafe #pictures #mirror #old #man #london @ London, United Kingdom https://t.co/XwwLfM2DI7'"",51.50711486,-0.12731805";;
"LinaLeaner,Sat Aug 10 10:14:28 +0000 2019,""b""""If this doesn't have you drooling and dribbling then are you even human? This was the most delicious, authentic, ta? https://t.co/RGxWyJ2Cy6"""""",51.50711486,-0.12731805";;
"SteveMaxwellSC,Sat Aug 10 10:11:37 +0000 2019,""b'In-room training demonstration @stevemaxwellsc #hotelroomtraining #thelondonprivatesessions @ London, United Kingdom https://t.co/aUs6yoH1uy'"",51.50711486,-0.12731805";;
